item_id,name,usable_at_45,required_level,item_level,slot,slot_code,item_type,item_subtype,quality,spell_power,intellect,haste,hit,crit,spirit,mp5,chrono_score,discovered,collected,worldforged,locations,tooltip
500823,Verdant Ember Loop,False,55,60,Finger,INVTYPE_FINGER,Armor,Miscellaneous,4,0,0,0,0,7,0,0,2.8,False,False,True,,verdant ember loop binds when picked up finger +5 agility +5 stamina requires level 55 item level 49 equip: increases attack power by 8. equip: improves critical strike rating by 5.
515755,Explorer's Last Wish,False,50,55,Finger,INVTYPE_FINGER,Armor,Miscellaneous,4,0,0,0,0,5,0,0,2.0,True,False,True,"Tanaris 25.7, 83.0 [CONFIRMED]",explorer's last wish worldforged binds when picked up unique-equipped: explorer's last wish (1) finger +5 strength +5 stamina requires level 50 item level 55 equip: improves critical strike rating by 5. equip: whenever you take damage you have a chance to increase your health by 60. stacks 3 times. lasts 21 sec.
515415,Prancefin Ring,False,55,60,Finger,INVTYPE_FINGER,Armor,Miscellaneous,4,0,0,0,0,0,0,0,0.0,True,False,True,"Un'Goro Crater 51.3, 82.7 [FADING]",prancefin ring worldforged binds when picked up unique-equipped: prancefin ring (1) finger +8 strength +9 agility +9 stamina requires level 55 item level 60
515608,Ravencrest Signet,False,54,59,Finger,INVTYPE_FINGER,Armor,Miscellaneous,3,0,0,0,0,0,0,0,0.0,True,False,True,"Azshara 72.0, 85.0 [CONFIRMED]","ravencrest signet worldforged binds when picked up unique-equipped: ravencrest signet (1) finger +8 stamina requires level 54 item level 59 equip: increases defense rating by 8. equip: increases your dodge rating by 9. ""with some effort, you were finally able to remove this signet from the ancient statue."""
278849,Wraithbone Ring,False,52,57,Finger,INVTYPE_FINGER,Armor,Miscellaneous,3,0,0,0,0,0,0,0,0.0,True,False,True,"Western Plaguelands 54.3, 80.5 [FADING]",wraithbone ring worldforged binds when picked up unique-equipped: wraithbone ring (1) finger +6 strength +7 stamina requires level 52 item level 57 equip: increases your parry rating by 8.
515713,Fort Defender Band,False,47,52,Finger,INVTYPE_FINGER,Armor,Miscellaneous,3,0,0,0,0,0,0,0,0.0,True,False,True,"The Hinterlands 66.4, 44.3 [CONFIRMED]",fort defender band worldforged binds when picked up unique-equipped: fort defender band (1) finger +6 strength +6 stamina requires level 47 item level 52 equip: increases your parry rating by 8.
515262,Slave Band,False,47,52,Finger,INVTYPE_FINGER,Armor,Miscellaneous,2,0,0,0,0,0,0,0,0.0,True,False,True,"Searing Gorge 35.5, 64.9 [CONFIRMED]",slave band worldforged binds when picked up unique-equipped: slave band (1) finger +6 strength +7 stamina requires level 47 item level 52
410034,Decayed Grippers,False,55,60,Hands,INVTYPE_HAND,Armor,Cloth,3,11,12,0,10,0,0,0,25.1,True,False,True,"Western Plaguelands 61.7, 35.0 [CONFIRMED]",decayed grippers worldforged binds when picked up hands cloth 49 armor +8 stamina +12 intellect requires level 55 item level 60 equip: improves hit rating by 10. equip: increases spell power by 11.   you haven't collected this appearance
410183,Dark Iron Handwraps,False,57,62,Hands,INVTYPE_HAND,Armor,Leather,3,11,12,0,0,9,0,0,24.2,True,False,True,"Burning Steppes 31.0, 62.0 [CONFIRMED]",dark iron handwraps worldforged binds when picked up hands leather 102 armor +9 stamina +12 intellect requires level 57 item level 62 equip: improves critical strike rating by 9. equip: increases spell power by 11.   you haven't collected this appearance
515267,Break-time Gloves,False,46,51,Hands,INVTYPE_HAND,Armor,Leather,3,11,12,0,0,0,0,0,20.6,True,False,True,"Searing Gorge 46.1, 49.5 [FADING]",break-time gloves worldforged binds when picked up hands leather 43 armor +8 stamina +12 intellect requires level 46 item level 51 equip: increases spell power by 11.   you haven't collected this appearance
515602,Gauntlets of the Overlook,False,52,57,Hands,INVTYPE_HAND,Armor,Plate,3,0,14,8,0,0,0,13,16.4,True,False,True,"Azshara 77.0, 34.0 [CONFIRMED]",gauntlets of the overlook worldforged binds when picked up hands plate 347 armor +14 intellect requires level 52 item level 57 equip: restores 13 mana per 5 sec. equip: improves haste rating by 8.   you haven't collected this appearance
410142,Ghoulbane Gauntlets,False,56,61,Hands,INVTYPE_HAND,Armor,Mail,3,0,12,0,10,0,0,0,14.1,True,False,True,"Eastern Plaguelands 56.0, 43.0 [FADING]",ghoulbane gauntlets worldforged binds when picked up hands mail 213 armor +8 agility +8 stamina +12 intellect requires level 56 item level 61 equip: improves hit rating by 10.   you haven't collected this appearance
515409,Hexweave Gloves,False,51,56,Hands,INVTYPE_HAND,Armor,Cloth,2,0,11,7,0,0,10,0,13.35,True,False,True,"Un'Goro Crater 55.0, 77.0 [CONFIRMED]",hexweave gloves worldforged binds when picked up hands cloth 42 armor +11 intellect +10 spirit requires level 51 item level 56 equip: improves haste rating by 7.   you haven't collected this appearance
515292,Collector's Junk,False,50,55,Hands,INVTYPE_HAND,Armor,Cloth,3,0,12,0,7,0,11,0,12.75,True,False,True,"Blasted Lands 52.0, 35.9 [FADING]","collector's junk worldforged binds when picked up hands cloth 46 armor +8 strength +6 agility +9 stamina +12 intellect +11 spirit requires level 50 item level 55 equip: improves hit rating by 7. ""one man's trash...""   you haven't collected this appearance"
410096,Lonely Gauntlets,False,57,62,Hands,INVTYPE_HAND,Armor,Mail,3,0,15,0,0,0,0,0,12.0,True,False,True,"Winterspring 49.3, 30.3 [CONFIRMED]",lonely gauntlets worldforged binds when picked up hands mail 215 armor +11 agility +11 stamina +15 intellect requires level 57 item level 62   you haven't collected this appearance
515612,Cilkeck's Gloves,False,53,58,Hands,INVTYPE_HAND,Armor,Cloth,3,0,10,6,0,0,0,0,11.9,True,False,True,"Azshara 45.1, 91.0 [FADING]","cilkeck's gloves worldforged binds when picked up hands cloth 48 armor +10 intellect requires level 53 item level 58 equip: improves haste rating by 6. equip: increases spell penetration by 9. equip: alchemy skill increased by 5. equip: cooking skill increased by 5. ""carefully insulated to protect against burns from chemicals or the stove.""   you haven't collected this appearance"
515379,Egg Thief's Handwraps,False,51,56,Hands,INVTYPE_HAND,Armor,Cloth,3,0,13,0,0,0,0,0,10.4,True,False,True,"Un'Goro Crater 61.0, 56.0 [CONFIRMED]",egg thief's handwraps worldforged binds when picked up hands cloth 47 armor +9 agility +13 intellect requires level 51 item level 56 equip: increases attack power by 14.   you haven't collected this appearance
354241,Atal'ai Alchemy Gloves,False,46,51,Hands,INVTYPE_HAND,Armor,Leather,3,0,8,0,6,0,0,0,9.1,False,False,True,,atal'ai alchemy gloves worldforged binds when picked up hands leather 43 armor +6 stamina +8 intellect requires level 46 item level 51 equip: improves hit rating by 6. equip: alchemy skill increased by 5.   you haven't collected this appearance
515773,Treasure Seeker's Gloves,False,46,51,Hands,INVTYPE_HAND,Armor,Cloth,2,0,10,0,0,0,0,0,8.0,True,False,True,"Tanaris 47.2, 65.1 [STALE]",treasure seeker's gloves worldforged binds when picked up hands cloth 13 armor +7 stamina +10 intellect requires level 46 item level 51 equip: increases spell penetration by 8.   you haven't collected this appearance
410171,Bleakfang Handwraps,False,57,62,Hands,INVTYPE_HAND,Armor,Leather,3,0,0,0,0,11,0,0,4.4,True,False,True,"Eastern Plaguelands 72.1, 45.1 [FADING]",bleakfang handwraps worldforged binds when picked up hands leather 102 armor +11 agility +11 stamina requires level 57 item level 62 equip: improves critical strike rating by 11.   you haven't collected this appearance
515192,Tanner Gloves,False,47,52,Hands,INVTYPE_HAND,Armor,Leather,3,0,0,0,0,6,0,0,2.4,True,False,True,"Feralas 51.1, 34.0 [CONFIRMED]",tanner gloves worldforged binds when picked up hands leather 44 armor +6 agility requires level 47 item level 52 equip: improves critical strike rating by 6. equip: increases your expertise rating by 7. equip: skinning +5.   you haven't collected this appearance
410062,Hardened Scarab Gauntlets,False,58,63,Hands,INVTYPE_HAND,Armor,Leather,3,0,0,0,0,0,0,0,0.0,True,False,True,"Silithus 18.8, 67.8 [CONFIRMED]",hardened scarab gauntlets worldforged binds when picked up hands leather 103 armor +11 agility +11 stamina requires level 58 item level 63 equip: increases attack power by 17.   you haven't collected this appearance
410069,Carapace Clasps,False,57,62,Hands,INVTYPE_HAND,Armor,Plate,3,0,0,0,0,0,0,0,0.0,True,False,True,"Silithus 35.9, 71.0 [CONFIRMED]",carapace clasps worldforged binds when picked up hands plate 373 armor +9 strength +11 stamina requires level 57 item level 62 equip: increases your armor penetration rating by 11.   you haven't collected this appearance
410115,Eversleet Handguards,False,57,62,Hands,INVTYPE_HAND,Armor,Plate,3,0,0,0,0,0,0,0,0.0,True,False,True,"Winterspring 59.0, 60.0 [CONFIRMED]",eversleet handguards worldforged binds when picked up hands plate 373 armor +10 strength +11 stamina requires level 57 item level 62 equip: increases your parry rating by 13.   you haven't collected this appearance
278852,Infantry Gauntlets,False,57,62,Hands,INVTYPE_HAND,Armor,Mail,3,0,0,0,0,0,0,0,0.0,True,False,True,"Western Plaguelands 68.1, 78.1 [FADING]",infantry gauntlets worldforged binds when picked up hands mail 215 armor +9 strength +11 stamina requires level 57 item level 62 equip: increases your expertise rating by 13.   you haven't collected this appearance
354450,Bloodied Gauntlets,False,56,61,Hands,INVTYPE_HAND,Armor,Plate,3,0,0,0,0,0,0,0,0.0,True,False,True,"Deadwind Pass 64.8, 74.1 [FADING]","bloodied gauntlets worldforged binds when picked up hands plate 368 armor +9 strength +10 stamina requires level 56 item level 61 equip: increases your armor penetration rating by 10. ""these gloves seem to be much more intact than the rest of their former owner.""   you haven't collected this appearance"
410217,Smokeshell Gauntlets,False,55,60,Hands,INVTYPE_HAND,Armor,Plate,3,0,0,0,0,0,0,0,0.0,True,False,True,"Burning Steppes 47.0, 72.0 [CONFIRMED]",smokeshell gauntlets worldforged binds when picked up hands plate 362 armor +9 strength +10 stamina +9 fire resistance requires level 55 item level 60 equip: increases your dodge rating by 12.   you haven't collected this appearance
515316,Lost Shipment Wristguards,False,48,53,Hands,INVTYPE_HAND,Armor,Leather,3,0,0,0,0,0,0,0,0.0,True,False,True,"Felwood 44.8, 72.8 [FADING]",lost shipment wristguards worldforged binds when picked up hands leather 44 armor +9 agility +9 stamina requires level 48 item level 53 equip: increases defense rating by 9.   you haven't collected this appearance
410193,Madness Crown,False,55,60,Head,INVTYPE_HEAD,Armor,Cloth,3,17,20,0,0,0,0,0,33.0,True,False,True,"Burning Steppes 51.0, 61.0 [CONFIRMED]",madness crown worldforged binds when picked up head cloth 63 armor +13 stamina +20 intellect requires level 55 item level 60 equip: increases spell power by 17.   you haven't collected this appearance
410169,Havenfire Crown,False,56,61,Head,INVTYPE_HEAD,Armor,Cloth,3,14,15,0,12,0,0,0,31.4,True,False,True,"Eastern Plaguelands 22.0, 13.0 [CONFIRMED]",havenfire crown worldforged binds when picked up head cloth 64 armor +11 stamina +15 intellect requires level 56 item level 61 equip: improves hit rating by 12. equip: increases spell power by 14.   you haven't collected this appearance
410081,Researcher's Dish,False,53,58,Head,INVTYPE_HEAD,Armor,Cloth,3,14,15,0,12,0,0,0,31.4,True,False,True,"Winterspring 29.9, 47.0 [CONFIRMED]",researcher's dish worldforged binds when picked up head cloth 62 armor +10 stamina +15 intellect requires level 53 item level 58 equip: increases spell power by 14. equip: improves hit rating by 12.   you haven't collected this appearance
354457,Ariden's Circlet,False,55,60,Head,INVTYPE_HEAD,Armor,Cloth,3,14,15,0,0,11,0,0,30.4,True,False,True,"Deadwind Pass 52.0, 34.0 [STALE]","ariden's circlet worldforged binds when picked up head cloth 63 armor +10 stamina +15 intellect requires level 55 item level 60 equip: improves critical strike rating by 11. equip: increases spell power by 14. ""it seems the camp's owner was forced to leave this circlet behind. death would likely be the most fortunate reason...""   you haven't collected this appearance"
515362,Jane's Lucky Hat,False,52,57,Head,INVTYPE_HEAD,Armor,Leather,3,16,17,0,0,0,0,0,29.6,True,False,True,"Un'Goro Crater 69.1, 15.9 [CONFIRMED]",jane's lucky hat worldforged binds when picked up head leather 121 armor +12 stamina +17 intellect requires level 52 item level 57 equip: increases spell power by 16.   you haven't collected this appearance
278846,Plague Mask,False,52,57,Head,INVTYPE_HEAD,Armor,Cloth,3,16,0,0,0,12,15,0,20.8,True,False,True,"Eastern Plaguelands 48.7, 37.0 [CONFIRMED]",plague mask worldforged binds when picked up head cloth 61 armor +15 spirit +17 nature resistance +17 shadow resistance requires level 52 item level 57 equip: increases spell power by 16. equip: improves critical strike rating by 12.   you haven't collected this appearance
410036,Apothecary Cowl,False,58,63,Head,INVTYPE_HEAD,Armor,Cloth,3,0,16,0,13,0,0,16,18.65,True,False,True,"Western Plaguelands 80.3, 74.2 [CONFIRMED]",apothecary cowl worldforged binds when picked up head cloth 66 armor +11 stamina +16 intellect requires level 58 item level 63 equip: improves hit rating by 13. equip: restores 16 mana per 5 sec.   you haven't collected this appearance
515384,Ember Crown,False,56,61,Head,INVTYPE_HEAD,Armor,Cloth,3,0,15,0,0,11,0,0,16.4,True,False,True,"Un'Goro Crater 50.0, 50.2 [FADING]",ember crown worldforged binds when picked up head cloth 64 armor +11 stamina +15 intellect requires level 56 item level 61 equip: increases spell penetration by 14. equip: improves critical strike rating by 11.   you haven't collected this appearance
354240,Kazkaz's Ceremonial Mask,False,48,53,Head,INVTYPE_HEAD,Armor,Cloth,3,0,15,0,0,10,0,0,16.0,False,False,True,,kazkaz's ceremonial mask worldforged binds when picked up head cloth 18 armor +15 intellect requires level 48 item level 53 equip: improves critical strike rating by 10. equip: shadow spell damage increased by 5.   you haven't collected this appearance
515618,Thalassian Circlet,False,51,56,Head,INVTYPE_HEAD,Armor,Cloth,3,15,0,0,0,0,16,0,15.0,True,False,True,"Azshara 61.6, 33.7 [CONFIRMED]",thalassian circlet worldforged binds when picked up head cloth 60 armor +11 stamina +16 spirit requires level 51 item level 56 equip: increases spell power by 15.   you haven't collected this appearance
515764,Tender's Hat,False,49,54,Head,INVTYPE_HEAD,Armor,Leather,3,15,0,0,0,0,15,0,15.0,True,False,True,"Tanaris 29.2, 65.0 [FADING]",tender's hat worldforged binds when picked up head leather 114 armor +11 stamina +15 spirit requires level 49 item level 54 equip: increases spell power by 15.   you haven't collected this appearance
410048,Ancient Sentinel Headdress,False,56,61,Head,INVTYPE_HEAD,Armor,Mail,3,0,15,0,0,0,0,0,12.0,True,False,True,"Silithus 63.1, 55.8 [CONFIRMED]",ancient sentinel headdress worldforged binds when picked up head mail 272 armor +11 agility +11 stamina +15 intellect requires level 56 item level 61 equip: increases attack power by 16.   you haven't collected this appearance
515281,Nethergarde Mining Cap,False,47,52,Head,INVTYPE_HEAD,Armor,Cloth,3,0,10,0,0,0,0,0,8.0,True,False,True,"Blasted Lands 63.0, 4.0 [CONFIRMED]",nethergarde mining cap worldforged binds when picked up head cloth 18 armor +6 strength +8 stamina +10 intellect requires level 47 item level 52 use: light the way! (45 sec cooldown)   you haven't collected this appearance
410152,Watchman Helm,False,53,58,Head,INVTYPE_HEAD,Armor,Plate,3,0,0,0,15,0,0,0,6.75,True,False,True,"Eastern Plaguelands 72.2, 70.1 [FADING]",watchman helm worldforged binds when picked up head plate 450 armor +12 strength +13 stamina requires level 53 item level 58 equip: improves hit rating by 15.   you haven't collected this appearance
410103,Horror Horns,False,54,59,Head,INVTYPE_HEAD,Armor,Leather,3,0,0,0,0,13,0,0,5.2,True,False,True,"Winterspring 61.0, 30.0 [CONFIRMED]",horror horns worldforged binds when picked up head leather 124 armor +13 agility +13 stamina requires level 54 item level 59 equip: improves critical strike rating by 13.   you haven't collected this appearance
515610,Vanessa's Eyepatch,False,50,55,Head,INVTYPE_HEAD,Armor,Leather,3,0,0,0,0,12,0,0,4.8,True,False,True,"Azshara 53.9, 88.1 [FADING]","vanessa's eyepatch worldforged binds when picked up head leather 116 armor +12 agility requires level 50 item level 55 equip: increases your armor penetration rating by 11. equip: improves critical strike rating by 12. ""with her ship crashed, it doesn't seem like she needs to keep one eye adapted to the dark right now.""   you haven't collected this appearance"
515715,Shadowpounce Cowl,False,47,52,Head,INVTYPE_HEAD,Armor,Leather,3,0,0,0,0,11,0,0,4.4,True,False,True,"The Hinterlands 71.3, 57.8 [CONFIRMED]",shadowpounce cowl worldforged binds when picked up head leather 56 armor +11 agility +11 stamina requires level 47 item level 52 equip: improves critical strike rating by 11.   you haven't collected this appearance
410207,Blisterhide Headguard,False,54,59,Head,INVTYPE_HEAD,Armor,Leather,3,0,0,0,0,0,0,0,0.0,True,False,True,"Burning Steppes 92.7, 46.2 [CONFIRMED]",blisterhide headguard worldforged binds when picked up head leather 124 armor +13 agility +13 stamina requires level 54 item level 59 equip: increases attack power by 19.   you haven't collected this appearance
515329,Ironwood Cap,False,53,58,Head,INVTYPE_HEAD,Armor,Leather,3,0,0,0,0,0,0,0,0.0,True,False,True,"Felwood 48.9, 25.1 [STALE]",ironwood cap worldforged binds when picked up head leather 122 armor +13 agility +13 stamina requires level 53 item level 58 equip: increases your dodge rating by 15.   you haven't collected this appearance
515374,Retired Hero's Helm,False,52,57,Head,INVTYPE_HEAD,Armor,Plate,3,0,0,0,0,0,0,0,0.0,True,False,True,"Un'Goro Crater 50.0, 87.0 [CONFIRMED]",retired hero's helm worldforged binds when picked up head plate 443 armor +10 strength +12 stamina requires level 52 item level 57 equip: increases your expertise rating by 13.   you haven't collected this appearance
410231,Flayer's Helmet,False,50,55,Head,INVTYPE_HEAD,Armor,Plate,3,0,0,0,0,0,0,0,0.0,True,False,True,"Western Plaguelands 36.0, 56.2 [CONFIRMED]",flayer's helmet worldforged binds when picked up head plate 428 armor +14 strength +16 stamina requires level 50 item level 55   you haven't collected this appearance
515194,Crown of Stone,False,48,53,Head,INVTYPE_HEAD,Armor,Mail,3,0,0,0,0,0,13,0,0.0,True,False,True,"Feralas 40.1, 23.1 [CONFIRMED]","crown of stone worldforged binds when picked up head mail 216 armor +10 stamina +13 spirit requires level 48 item level 53 equip: your direct damage spells have a chance to encase creature's feet in stone, reducing their movement speed by 15% for 4 sec.   you haven't collected this appearance"
515278,Dark Iron Hood,False,46,51,Head,INVTYPE_HEAD,Armor,Leather,3,0,0,0,0,0,0,0,0.0,True,False,True,"Searing Gorge 43.1, 51.3 [CONFIRMED]",dark iron hood worldforged binds when picked up head leather 55 armor +10 agility +10 stamina requires level 46 item level 51 equip: increases your dodge rating by 12.   you haven't collected this appearance
410144,Plague Purger,False,58,63,Held in off-hand,INVTYPE_HOLDABLE,Armor,Miscellaneous,3,12,13,0,0,9,0,0,26.0,True,False,True,"Eastern Plaguelands 65.0, 14.0 [FADING]",plague purger worldforged binds when picked up held in off-hand +13 intellect requires level 58 item level 63 equip: increases spell power by 12. equip: improves critical strike rating by 9. equip: dealing spell damage to undead has a chance to set them on fire for 4 sec.   you haven't collected this appearance
278844,Andorhal Manual,False,55,60,Held in off-hand,INVTYPE_HOLDABLE,Armor,Miscellaneous,3,9,10,0,8,7,0,0,23.4,True,False,True,"Western Plaguelands 43.5, 69.3 [FADING]",andorhal manual worldforged binds when picked up held in off-hand +10 intellect requires level 55 item level 60 equip: improves hit rating by 8. equip: improves critical strike rating by 7. equip: increases spell power by 9.   you haven't collected this appearance
1393584,Lens of Questionable Visions,False,60,73,Held in off-hand,INVTYPE_HOLDABLE,Armor,Miscellaneous,4,3,16,0,0,12,0,0,20.6,True,False,True,"Stranglethorn Vale 28.1, 75.2 [CONFIRMED]","lens of questionable visions worldforged binds when picked up held in off-hand +10 stamina +16 intellect requires level 60 item level 73 equip: improves critical strike rating by 12. equip: increases spell power by 3. use: peer through the eyeglass, increasing your critical strike chance rating by 70 for 12 sec. (1 min 30 sec cooldown) ""watch out, the lens is broken, don't get glass in your eyes!  disclaimer: this item features a compromised lens assembly. handle with extreme caution to avoid ocular injury from glass fragments. manufacturer assumes no liability for damages or adverse status effects resulting from the use of this damaged equipment. use at your own risk."""
354275,On the Importance of Arcane Foci,False,46,51,Held in off-hand,INVTYPE_HOLDABLE,Armor,Miscellaneous,3,15,5,0,0,0,0,0,19.0,True,False,True,"Azshara 29.1, 40.0 [FADING]","on the importance of arcane foci worldforged binds when picked up held in off-hand +3 stamina +5 intellect requires level 46 item level 51 equip: increases spell penetration by 4. equip: increases spell power by 5. equip: increases arcane spell damage by 10. ""a tome penned by xylem's own hand.""   you haven't collected this appearance"
515333,Crystal of Cruel Corruption,False,52,57,Held in off-hand,INVTYPE_HOLDABLE,Armor,Miscellaneous,3,0,11,0,9,8,0,0,16.05,True,False,True,"Felwood 56.0, 6.0 [CONFIRMED]",crystal of cruel corruption worldforged binds when picked up held in off-hand +11 intellect requires level 52 item level 57 equip: improves critical strike rating by 8. equip: improves hit rating by 9.   you haven't collected this appearance
410024,Brightflame Codex,False,55,60,Held in off-hand,INVTYPE_HOLDABLE,Armor,Miscellaneous,3,16,0,0,0,0,16,0,16.0,True,False,True,"Western Plaguelands 48.0, 30.0 [CONFIRMED]",brightflame codex worldforged binds when picked up held in off-hand +16 spirit requires level 55 item level 60 equip: increases spell power by 16.   you haven't collected this appearance
410041,The Eternal's Journal,False,60,65,Held in off-hand,INVTYPE_HOLDABLE,Armor,Miscellaneous,3,8,9,0,0,0,9,0,15.2,True,False,True,"Silithus 70.2, 25.4 [CONFIRMED]","the eternal's journal worldforged binds when picked up held in off-hand +9 intellect +9 spirit requires level 60 item level 65 equip: increases spell power by 8. equip: chance on direct spell hit to pinpoint the weakness of your target, increasing your spell penenetration by 10 for 12 seconds.   you haven't collected this appearance"
410212,Moltenflow Tome,False,54,59,Held in off-hand,INVTYPE_HOLDABLE,Armor,Miscellaneous,3,8,8,0,0,0,7,0,14.4,True,False,True,"Burning Steppes 57.7, 22.2 [FADING]",moltenflow tome worldforged binds when picked up held in off-hand +8 intellect +7 spirit requires level 54 item level 59 equip: increases spell power by 8. equip: dealing direct magic damage has a chance to grant you 20 fire resistance and regenerate 50 health every 2 seconds for 10 seconds.   you haven't collected this appearance
515358,Mystic Geode,False,48,53,Held in off-hand,INVTYPE_HOLDABLE,Armor,Miscellaneous,2,6,7,0,0,5,0,0,13.6,True,False,True,"Un'Goro Crater 80.9, 61.0 [CONFIRMED]",mystic geode worldforged binds when picked up held in off-hand +5 stamina +7 intellect requires level 48 item level 53 equip: improves critical strike rating by 5. equip: increases spell power by 6.   you haven't collected this appearance
515242,Tome of Sundered Souls,False,50,55,Held in off-hand,INVTYPE_HOLDABLE,Armor,Miscellaneous,3,7,8,0,0,0,0,0,13.4,True,False,True,"The Hinterlands 67.7, 78.0 [CONFIRMED]","tome of sundered souls worldforged binds when picked up held in off-hand +5 stamina +8 intellect requires level 50 item level 55 equip: increases spell power by 7. equip: damaging spells have a chance to deal an additional 109 shadow damage over 6 seconds to your target, siphoning 100% of that damage as health.   you haven't collected this appearance"
515360,Bug Repellant,False,50,55,Held in off-hand,INVTYPE_HOLDABLE,Armor,Miscellaneous,3,0,11,7,0,0,10,0,13.35,True,False,True,"Un'Goro Crater 38.5, 65.8 [FADING]",bug repellant worldforged binds when picked up held in off-hand +11 intellect +10 spirit +7 nature resistance requires level 50 item level 55 equip: improves haste rating by 7.   you haven't collected this appearance
515199,Ravenwind Codex,False,48,53,Held in off-hand,INVTYPE_HOLDABLE,Armor,Miscellaneous,3,9,0,6,0,0,0,0,12.9,True,False,True,"Feralas 39.0, 15.9 [FADING]",ravenwind codex worldforged binds when picked up held in off-hand +7 stamina requires level 48 item level 53 equip: increases spell power by 9. equip: improves haste rating by 6.   you haven't collected this appearance
410111,Aurora Orb,False,57,62,Held in off-hand,INVTYPE_HOLDABLE,Armor,Miscellaneous,3,8,0,6,0,0,8,0,11.9,True,False,True,"Winterspring 54.6, 51.3 [CONFIRMED]",aurora orb worldforged binds when picked up held in off-hand +8 spirit requires level 57 item level 62 equip: increases spell power by 8. equip: improves haste rating by 6. equip: damaging spell casts have a chance to grant a shield absorbing up to 150 damage.   you haven't collected this appearance
515319,Bubbling Fel Mixture,False,51,56,Held in off-hand,INVTYPE_HOLDABLE,Armor,Miscellaneous,3,0,0,6,0,0,0,0,3.9,True,False,True,"Felwood 35.1, 61.0 [FADING]",bubbling fel mixture worldforged binds when picked up held in off-hand +7 stamina requires level 51 item level 56 equip: improves haste rating by 6. use: restores 900 to 1200 mana at the cost of 300 to 500 life. (2 min cooldown)   you haven't collected this appearance
410044,Shadow Slinger Pants,False,60,65,Legs,INVTYPE_LEGS,Armor,Cloth,3,16,17,0,14,0,0,0,35.9,True,False,True,"Twilight's Run 84.5, 28.8 [CONFIRMED]",shadow slinger pants worldforged binds when picked up legs cloth 74 armor +12 stamina +17 intellect requires level 60 item level 65 equip: improves hit rating by 14. equip: increases spell power by 16.   you haven't collected this appearance
410101,Owlbeast Pantaloons,False,56,61,Legs,INVTYPE_LEGS,Armor,Leather,3,18,21,0,0,0,0,0,34.8,True,False,True,"Winterspring 63.1, 17.8 [FADING]","owlbeast pantaloons worldforged binds when picked up legs leather 140 armor +14 stamina +21 intellect requires level 56 item level 61 equip: increases spell power by 18. ""feathers are the new leathers!""   you haven't collected this appearance"
410184,Magmaweave Pantaloons,False,57,62,Legs,INVTYPE_LEGS,Armor,Cloth,3,15,16,0,0,12,0,0,32.6,True,False,True,"Burning Steppes 36.0, 48.0 [CONFIRMED]",magmaweave pantaloons worldforged binds when picked up legs cloth 71 armor +11 stamina +16 intellect requires level 57 item level 62 equip: increases spell power by 15. equip: improves critical strike rating by 12.   you haven't collected this appearance
515266,Slave Worker Pantaloons,False,47,52,Legs,INVTYPE_LEGS,Armor,Cloth,2,10,10,7,0,0,0,0,22.55,True,False,True,"Searing Gorge 39.7, 54.0 [CONFIRMED]",slave worker pantaloons worldforged binds when picked up legs cloth 18 armor +7 stamina +10 intellect requires level 47 item level 52 equip: improves haste rating by 7. equip: increases spell power by 10.   you haven't collected this appearance
515721,Bloodthread Leggings,False,47,52,Legs,INVTYPE_LEGS,Armor,Cloth,2,12,13,0,0,0,0,0,22.4,True,False,True,"The Hinterlands 63.2, 60.0 [CONFIRMED]",bloodthread leggings worldforged binds when picked up legs cloth 18 armor +9 stamina +13 intellect requires level 47 item level 52 equip: increases spell power by 12.   you haven't collected this appearance
515747,Dustwhisper Legguards,False,47,52,Legs,INVTYPE_LEGS,Armor,Mail,2,12,13,0,0,0,0,0,22.4,True,False,True,"Tanaris 33.8, 60.0 [FADING]",dustwhisper legguards worldforged binds when picked up legs mail 213 armor +9 stamina +13 intellect requires level 47 item level 52 equip: increases spell power by 12.   you haven't collected this appearance
515183,Moon-Infused Breeches,False,53,58,Legs,INVTYPE_LEGS,Armor,Cloth,3,0,20,0,0,0,17,0,16.0,True,False,True,"Feralas 60.2, 46.3 [FADING]","moon-infused breeches worldforged binds when picked up legs cloth 67 armor +13 stamina +20 intellect +17 spirit requires level 53 item level 58 ""an ogre must have cleaned these in the nearby moonwell""   you haven't collected this appearance"
410163,Sorrow Leggings,False,51,56,Legs,INVTYPE_LEGS,Armor,Cloth,2,0,14,0,0,10,0,0,15.2,True,False,True,"Eastern Plaguelands 33.4, 51.1 [FADING]",sorrow leggings worldforged binds when picked up legs cloth 59 armor +10 stamina +14 intellect requires level 51 item level 56 equip: improves critical strike rating by 10.   you haven't collected this appearance
515405,Lucky Fisherman's Breeches,False,52,57,Legs,INVTYPE_LEGS,Armor,Leather,3,0,0,0,14,13,0,0,11.5,True,False,True,"Un'Goro Crater 34.7, 24.8 [CONFIRMED]",lucky fisherman's breeches worldforged binds when picked up legs leather 131 armor +12 stamina requires level 52 item level 57 equip: improves critical strike rating by 13. equip: improves hit rating by 14.   you haven't collected this appearance
515165,Shimmering Silithid Carapace,False,46,51,Legs,INVTYPE_LEGS,Armor,Plate,3,0,0,0,13,0,0,0,5.85,True,False,True,"Feralas 76.2, 66.9 [CONFIRMED]",shimmering silithid carapace worldforged binds when picked up legs plate 553 armor +11 stamina requires level 46 item level 51 equip: improves hit rating by 13. equip: increases defense rating by 12.   you haven't collected this appearance
